epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1543.42,0.43746,0,0.00026,0.31847,0.8026,0.97856,0.95455,0.98973,0.91338,0,0,0,0,0.43352,0,0.00032,0.32606,0.77414,0.000524,0.000524,0.000524
84,1561.96,0.39966,0,0.00014,0.28381,0.78466,0.9845,0.96222,0.99022,0.9148,0,0,0,0,0.43676,0,0.00031,0.32895,0.7764,0.000506,0.000506,0.000506
85,1580.01,0.38452,0,0.0001,0.28641,0.7855,0.9845,0.96222,0.99022,0.9148,0,0,0,0,0.43676,0,0.00031,0.32895,0.7764,0.000488,0.000488,0.000488
86,1598.38,0.38914,0,0.00011,0.28479,0.79626,0.9785,0.9697,0.98716,0.91452,0,0,0,0,0.41841,0,0.00027,0.31828,0.77449,0.00047,0.00047,0.00047
87,1616.76,0.40903,0,0.0002,0.31323,0.79435,0.9755,0.9697,0.99023,0.929,0,0,0,0,0.39364,0,0.00034,0.31043,0.77257,0.000452,0.000452,0.000452
88,1635.11,0.39721,0,0.00012,0.28783,0.79329,0.97526,0.9697,0.99034,0.92253,0,0,0,0,0.40451,0,0.00033,0.31213,0.77092,0.000434,0.000434,0.000434
89,1653.21,0.39921,0,0.00023,0.30063,0.80679,0.97526,0.9697,0.99034,0.92253,0,0,0,0,0.40451,0,0.00033,0.31213,0.77092,0.000416,0.000416,0.000416
90,1671.67,0.41002,0,0.00044,0.30779,0.78722,0.98082,0.9697,0.99046,0.9206,0,0,0,0,0.40725,0,0.00028,0.30699,0.7681,0.000398,0.000398,0.000398
91,1690.07,0.39515,0,0.00016,0.28403,0.78795,0.98459,0.96812,0.98975,0.92522,0,0,0,0,0.39062,0,0.00023,0.29136,0.76736,0.00038,0.00038,0.00038
92,1708.66,0.38223,0,7e-05,0.2698,0.77422,0.98457,0.96692,0.99037,0.92556,0,0,0,0,0.36954,0,0.0002,0.28627,0.76314,0.000362,0.000362,0.000362
93,1726.87,0.44545,0,0.00014,0.29747,0.78362,0.98457,0.96692,0.99037,0.92556,0,0,0,0,0.36954,0,0.0002,0.28627,0.76314,0.000344,0.000344,0.000344
94,1745.25,0.38947,0,0.00018,0.28695,0.78682,0.98204,0.9697,0.99037,0.92621,0,0,0,0,0.36728,0,0.0002,0.29489,0.76181,0.000326,0.000326,0.000326
95,1763.69,0.41957,0,0.00024,0.28955,0.79146,0.97485,0.9697,0.98926,0.9217,0,0,0,0,0.38326,0,0.00022,0.30518,0.76204,0.000308,0.000308,0.000308
96,1782.22,0.36722,0,0.00013,0.27764,0.79368,0.98094,0.9697,0.98915,0.91898,0,0,0,0,0.40134,0,0.00021,0.30681,0.76354,0.00029,0.00029,0.00029
97,1800.25,0.40765,0,0.00017,0.29583,0.78781,0.98094,0.9697,0.98915,0.91898,0,0,0,0,0.40134,0,0.00021,0.30681,0.76354,0.000272,0.000272,0.000272
98,1818.66,0.39528,0,0.00013,0.27214,0.77891,0.9829,0.9697,0.98967,0.92767,0,0,0,0,0.39459,0,0.00021,0.29916,0.76243,0.000254,0.000254,0.000254
99,1836.84,0.35035,0,0.00014,0.26851,0.78438,0.98461,0.96918,0.98971,0.93251,0,0,0,0,0.37502,0,0.00021,0.29094,0.75979,0.000236,0.000236,0.000236
100,1855.55,0.36839,0,9e-05,0.26068,0.78685,0.98458,0.9676,0.98971,0.93514,0,0,0,0,0.36685,0,0.0002,0.28976,0.75849,0.000218,0.000218,0.000218
101,1874.44,0.38415,0,4e-05,0.28207,0.78502,0.98458,0.9676,0.98971,0.93514,0,0,0,0,0.36685,0,0.0002,0.28976,0.75849,0.0002,0.0002,0.0002
102,1892.55,0.35614,0,5e-05,0.26418,0.79648,0.98158,0.95455,0.98909,0.93078,0,0,0,0,0.37439,0,0.00019,0.29447,0.75964,0.000182,0.000182,0.000182
103,1910.84,0.37898,0,0.00014,0.26652,0.78374,0.98124,0.95455,0.98751,0.92656,0,0,0,0,0.39124,0,0.00018,0.30028,0.76159,0.000164,0.000164,0.000164
104,1929.3,0.3643,0,5e-05,0.26708,0.78699,0.96748,0.9697,0.98757,0.92636,0,0,0,0,0.41012,0,0.00017,0.3048,0.76483,0.000146,0.000146,0.000146
105,1947.27,0.38533,0,4e-05,0.26693,0.78258,0.96748,0.9697,0.98757,0.92636,0,0,0,0,0.41012,0,0.00017,0.3048,0.76483,0.000128,0.000128,0.000128
106,1965.5,0.35028,0,4e-05,0.25564,0.78992,0.96778,0.9697,0.98705,0.91881,0,0,0,0,0.41481,0,0.00016,0.30602,0.7671,0.00011,0.00011,0.00011
107,1983.7,0.36028,0,5e-05,0.25076,0.78901,0.96778,0.9697,0.98729,0.91993,0,0,0,0,0.41315,0,0.00015,0.30305,0.76883,9.2e-05,9.2e-05,9.2e-05
108,2002.09,0.34562,0,4e-05,0.2554,0.7791,0.97646,0.95455,0.98722,0.91766,0,0,0,0,0.40981,0,0.00014,0.30326,0.77001,7.4e-05,7.4e-05,7.4e-05
109,2020.14,0.40334,0,4e-05,0.26576,0.77841,0.97646,0.95455,0.98722,0.91766,0,0,0,0,0.40981,0,0.00014,0.30326,0.77001,5.6e-05,5.6e-05,5.6e-05
110,2038.3,0.34315,0,4e-05,0.25305,0.77918,0.95359,0.9697,0.98707,0.91756,0,0,0,0,0.40404,0,0.00013,0.30495,0.76908,3.8e-05,3.8e-05,3.8e-05
